"","percentageMissing","continuousMissing","Interp","Approx","Locf","MA","Seadec"
"1",5,5,5.30769290829876,5.69156131234221,10.2736337501527,6.04679061594843,7.73073240600691
"2",5,6,4.55650169832938,5.41798791066647,12.2403876301846,6.35564158434351,6.35863739843855
"3",5,7,13.3075145885322,14.8710537795733,18.724839025791,21.8879853405671,25.2282262154217
"4",5,8,13.3103978881691,14.4615803540829,30.0915988735489,15.8569183492211,20.5847321151653
"5",5,9,30.2875769947346,25.1256293096664,35.1778109916912,32.1428090409248,35.9204766685073
"6",5,10,23.4804612138101,22.4842784810742,24.8154572076864,29.3581930426411,32.8172038568942
"7",5,11,21.0423618901774,21.1029439479764,29.4808588318586,27.4884511277335,31.7520941822645
"8",5,12,19.9618711241871,20.4410138617318,33.5517579434387,25.9074367811909,28.6345554971658
"9",5,13,19.8589238095967,19.9052487964083,37.1570775894121,23.8651137176023,26.2235156247205
"10",5,14,3.22945223801107,2.7144582154164,7.48677989517838,8.45908757715428,8.26826533592123
"11",5,15,9.36209005862057,13.1966137344621,7.92799003131307,19.5043635899724,18.4291543862763
"12",5,16,15.5634161175625,14.0996131682076,11.1150649385371,20.1489957071842,18.8146652855468
"13",5,17,14.6273421838153,13.2309145938691,13.9936173182067,19.7742985600862,18.299517618259
"14",5,18,13.7075932700776,12.4554310248118,16.3736978935405,20.7390733499741,18.7251379976895
"15",5,19,35.5805707930183,26.7534979624837,57.6959135797678,31.2532728314206,28.7893846440672
"16",5,20,35.6467348581336,22.5992734315739,51.6979701272088,31.565835045836,29.9437532976431
"17",5,21,31.265092988477,22.5523942822134,54.3788609547128,31.224162118033,29.8050907943106
"18",5,22,25.6187616044166,22.5456299619697,56.8703465018387,34.0394089565693,32.2994035219414
"19",5,23,30.7393263979824,27.1578825798576,59.2571692181326,38.058217315138,35.8959551920214
"20",5,24,28.4696865278792,26.8033345414461,61.8499625499899,39.6149009241207,37.895923293617
"21",5,25,35.1423352917123,26.4945701555217,64.3943183990244,41.391323013905,39.7975844468947
"22",5,26,26.6222453911688,25.2704892350393,67.3424086293325,43.4505779556794,42.1981391281582
"23",5,27,41.4834289740589,25.2743183113349,70.5888162517767,40.5204806197712,39.9561727135841
"24",5,28,32.5910481589292,43.3835663706551,92.8884863337312,60.6901430592482,61.6550740430991
"25",5,29,32.1136423786103,43.7888133360264,94.5392283978025,61.5153443998591,62.7636962585871
"26",5,30,32.5125754966004,44.222846144793,96.1616374586664,62.3331229789914,63.8423699251156
"27",5,31,33.9181458596415,46.0634535823595,97.7571241977387,63.5540952732548,65.6440907267883
"28",5,32,17.3856822475781,19.8078389734487,36.4324015778019,26.7870686329457,24.7741573377482
"29",5,33,19.5301847541929,19.8534924157511,37.8697905653567,25.854205328129,24.0527782699113
"30",5,34,15.5261752516693,19.1205905796957,39.3184002653164,29.3710789314603,26.3965193015735
"31",5,35,13.5239746518115,28.5662838151181,40.6574216668916,42.2436165015854,38.3981987204163
"32",10,5,12.014155034046,11.3049193424937,16.601168128215,14.5142272616853,14.0642257172547
"33",10,6,8.3832126779879,9.7353176083964,19.8748083040637,13.7449910888656,12.3383325264051
"34",10,7,14.0728935529042,16.0886044127683,25.3292440705861,24.8879513917376,26.9712244770563
"35",10,8,20.558973809786,20.8383742573041,35.1230853416853,24.9553698626051,28.089249586242
"36",10,9,26.4813619534893,24.986464444807,48.0239193524558,37.1500555208656,41.6648770797386
"37",10,10,27.2496656132772,26.3673559021492,31.1667912381222,34.0219571088229,35.6393054224895
"38",10,11,25.2799476966893,25.1940017594946,36.1371467019454,32.2548910000638,35.2806361812067
"39",10,12,26.5661220350339,26.3054202114565,55.8101196240392,39.493847359208,42.6039733068548
"40",10,13,25.9137996594972,25.5123311374695,60.7196277891034,37.199041237771,39.9123109824148
"41",10,14,17.2570327835428,22.4057714984859,56.9445354294315,41.9719899795886,47.232928905423
"42",10,15,35.8145247434496,33.7919394855918,57.0299986785862,52.4784669182512,52.3298963179052
"43",10,16,35.0076983589945,32.6676717431748,61.3637052561738,50.945175960267,52.0352615234115
"44",10,17,31.540038624556,31.1899254353333,65.4188456045393,50.609562821734,52.1839742930249
"45",10,18,17.3773101328316,13.9800099412686,22.5749543140149,23.5341260437792,19.7706327083143
"46",10,19,46.0676762912588,38.7699436111805,80.1473786562948,46.0650723558525,59.1737552140927
"47",10,20,32.0677464878438,31.8782175715083,88.1571839444288,54.1538829372045,53.3277331302103
"48",10,21,29.2571941411672,30.7422497426557,91.5063833163572,52.1591217936997,52.1287024746059
"49",10,22,22.8079129133655,30.1295142870496,94.6773089362469,53.1277303363135,53.545173485446
"50",10,23,33.2381691224753,33.6367996499145,99.3712945405983,55.3177876044561,54.7865505553066
"51",10,24,43.2798886967634,32.7997203624878,101.316194073584,56.7565427290682,55.5950180047889
"52",10,25,46.915186981635,34.1948346567797,104.417486693453,60.7921964995287,57.7627256592546
"53",10,26,33.7032554123095,35.1270871066903,107.869731447408,64.5845174278767,60.1293743772859
"54",10,27,34.9033932384692,35.3223017432333,111.616753723693,48.3051261065105,42.8263569115238
"55",10,28,50.4413331384873,50.5845666616919,111.113178014717,71.5088652586688,72.564105284585
"56",10,29,46.5205352386361,52.0841042383637,112.96948148238,82.930553631794,82.2599171928541
"57",10,30,46.325527449271,51.9362412574287,115.893098908605,83.9316946337863,83.4293559347784
"58",10,31,44.2642006172097,53.0709023380106,118.744755685806,84.9045833026476,84.8407106140757
"59",10,32,45.4947200108108,55.0114518189097,121.493705438163,86.3277555035521,84.8912638888239
"60",10,33,58.5436830839764,55.6271684113973,124.140038986376,86.4307678458208,84.5635968795707
"61",10,34,38.1946040909757,55.0834495304839,126.689959433752,88.7033424851528,88.8319765967827
"62",10,35,41.1122331176277,60.055101306098,129.195582583453,94.9342203425327,94.7520220121377
"63",15,5,16.3673673499305,15.7405583854428,20.5789950392036,19.0020991846253,19.4764624661056
"64",15,6,10.8069432938536,12.0543477078806,23.6568758414066,15.9803709488547,15.5708087922389
"65",15,7,14.8924415427614,17.4337323553078,32.4449335208928,25.1561867624266,27.6456997383871
"66",15,8,26.2505358849339,25.6583402953243,40.0953474558841,32.8817622020541,33.4320247394407
"67",15,9,27.2400016932307,25.5927423024758,49.214141263342,37.5941841976215,42.216252892524
"68",15,10,28.2241598685923,27.1406865196768,35.2465584805981,36.7527958028923,36.9539030872071
"69",15,11,26.9580740180729,26.493325449282,40.9739926730159,36.3712652922597,37.6453286685818
"70",15,12,28.9861701993321,28.0574482491887,56.720731963878,42.3292654444145,44.4853341754193
"71",15,13,27.3296647505687,26.7731031279001,61.4841653896346,38.11573206487,40.6985496427421
"72",15,14,22.2698141976385,26.8918652680446,63.0500007427434,44.4029670971626,49.6745138488514
"73",15,15,37.8733646581868,36.1300646352305,65.8141212740686,54.2178491803325,53.9585603334112
"74",15,16,36.5571758694834,35.2215187986503,70.3619706690092,52.8745250899796,53.9037825259004
"75",15,17,33.5362685679225,34.0966779712589,74.578353667367,51.5514310451505,53.8073210798721
"76",15,18,33.5687696495368,31.40663956411,73.6453279303488,52.484171545863,52.488740551352
"77",15,19,89.2719823450245,89.6964540340131,76.7334003509999,91.2048890352571,110.25860664571
"78",15,20,31.8420843306111,32.6009532373273,94.6112341257559,54.6017202683273,53.959411745505
"79",15,21,27.0691131490082,31.3596150843142,98.0268755583504,54.7313078585831,54.1942733718748
"80",15,22,25.1020910445759,37.6025815208162,101.246640263198,62.5543084925026,61.3549142917906
"81",15,23,33.3586221129354,33.7696801272842,99.414367465339,55.4327389789939,54.8986766876164
"82",15,24,44.0247576973364,33.393548241875,102.599865051946,57.6123530861493,56.3393557252256
"83",15,25,48.3063215485306,34.77447117389,105.758630514366,61.6977098606053,58.6322390676613
"84",15,26,35.3857787362218,35.6691325915939,109.280606882768,65.4327093272241,61.02863768377
"85",15,27,36.8434528516738,36.019894278964,113.089201372983,49.5647999619701,44.3926101334436
"86",15,28,87.6019777073664,86.330392948083,110.468741911372,83.8119375377561,118.488669437643
"87",15,29,85.1749048646868,86.7681595954491,111.966699454541,92.3658744109355,122.936648160869
"88",15,30,82.8348684156551,86.2336448925,114.555147611883,92.1434675602966,122.857307525276
"89",15,31,81.165793283324,85.4161806622845,117.086386493124,91.3628053071917,123.020346684317
"90",15,32,82.8221471601026,84.6589468447287,119.576100471769,91.2793951809718,121.996262167683
"91",15,33,81.8085435286922,84.1367393164928,121.998015763143,90.06117751434,120.622807584359
"92",15,34,78.7560363859702,83.8574287850893,124.339175433772,91.3027760777177,122.781691282804
"93",15,35,81.9929801063753,86.3263662881768,126.635012982067,96.1204489221071,125.736214790441
"94",20,5,16.970796774639,16.3255934413978,23.6334141521972,19.4088582608556,20.7757416477366
"95",20,6,13.3628322101366,14.6587513435654,28.2311260445941,17.8109855988877,18.8715875978504
"96",20,7,16.547022491153,18.8684044020032,35.1193017274895,26.0937662824301,29.6058251683751
"97",20,8,21.8912410273494,31.1806683997261,46.0211634619475,41.9529583931567,39.6993919938744
"98",20,9,28.9072354014849,27.1703993918617,56.5375287307394,42.0903264307625,44.2787031556997
"99",20,10,28.241184423683,28.0257378337605,37.7056321708885,39.0594898996484,38.5608099223166
"100",20,11,27.4876641463522,29.0036895755674,43.279708932147,41.713415637714,41.885948366498
"101",20,12,36.2170654528668,35.304227283729,60.2177312101456,51.8703574586864,52.6376408320766
"102",20,13,28.7804533950381,28.6581982833223,66.8860224082424,42.9518052309978,44.5673796102012
"103",20,14,27.9556411526483,30.5065798663519,66.6088365890857,48.9170216391461,53.9197087420486
"104",20,15,39.6166117067959,38.3801735441106,69.4699985003789,56.2969024871909,55.5864404143977
"105",20,16,38.7545119639818,37.5274523157198,74.0968678239887,54.9406441179069,55.3606420881268
"106",20,17,40.0780319658317,41.0715735837095,78.5155870279275,58.8437291886995,59.4169126914514
"107",20,18,35.113090748683,33.0264917696384,77.3830084915419,54.9512395326302,54.7259263396849
"108",20,19,111.122357018928,108.409159433677,88.5916238959852,119.234903589996,127.943239917858
"109",20,20,34.1407935864764,35.5131966701802,100.575234734097,55.1518186775311,55.4942664934211
"110",20,21,29.9237709166435,34.5377136958811,104.179739813651,55.728545342071,56.1556861834651
"111",20,22,28.2525460717585,40.3702388416625,107.55303110038,63.6358870775604,63.0558156499162
"112",20,23,33.8327967532637,44.6441030785886,112.653815579346,67.6590103909886,66.0145065497017
"113",20,24,46.7969314066436,45.2824145960343,116.56609497997,70.2022992405015,67.7192725249615
"114",20,25,55.6518525551019,44.4597448297324,113.968195562375,72.9417518524284,68.8117237931386
"115",20,26,45.8215630384114,44.9452216579792,118.11708535748,75.2684546633169,69.9744299349307
"116",20,27,45.4314206128421,44.4463070634388,122.510731296246,61.2987388207228,55.6805784591809
"117",20,28,87.832866873957,86.5581218871113,110.590126651126,84.1103569428064,118.552255094853
"118",20,29,85.3575739636519,86.9422999795791,112.049689357206,92.5806636582091,122.725921545158
"119",20,30,83.0134941439954,86.4022049205236,114.648581108429,92.3488551352043,122.601029556029
"120",20,31,81.2262282778685,85.5802253110144,117.189852015035,91.6115491049635,122.817619892668
"121",20,32,82.8968061776852,84.9564525706852,119.689212232414,91.69287994987,121.795446793812
"122",20,33,81.875162159855,84.4834235541862,122.132482410234,90.5734317601278,120.455569167566
"123",20,34,79.2945127374437,84.3322976294368,124.499124577216,91.9248590609956,122.719611216753
"124",20,35,82.0736647045915,86.7653436912691,126.830471969148,96.8554370154575,125.607681479387
"125",25,5,18.3762760436382,17.7199066831751,25.8575620012424,20.8656978752913,22.2304132276189
"126",25,6,14.3909461564057,15.874850253159,32.5074931631389,20.0637751776755,20.0878969557623
"127",25,7,23.1106403167725,24.296469312987,38.4624438919017,32.4797067639735,34.3283558216432
"128",25,8,28.7766829991966,36.5676681536001,63.9156454573519,47.2572550492916,52.9197038280711
"129",25,9,30.3035362645575,28.4550220821566,58.6788450157766,44.1623509419387,45.7565369946229
"130",25,10,29.9328493153141,29.8421442631946,43.9561938077377,40.8013530650829,40.5808150698825
"131",25,11,29.4616145869348,31.0065836657926,49.3472440600044,43.7262526550511,43.8810721707996
"132",25,12,39.393612305819,38.8783831589033,62.3921034725426,57.268253675011,57.2292180678398
"133",25,13,36.7374877884201,35.952963136879,68.687316779674,51.6639395593327,53.002861797011
"134",25,14,28.6063522585744,31.0753922211602,71.6610814793024,50.5958818096104,55.5524404950119
"135",25,15,49.8667770462502,46.1520494884152,113.203392197952,73.1151489660786,67.3302100257484
"136",25,16,39.3540212023415,38.3863738055086,76.2909601380348,56.8986607808924,57.0176273051854
"137",25,17,41.2326808932474,41.8695307468101,80.9412883204807,60.7743584985045,61.0915738175638
"138",25,18,43.5860547970707,43.8581739017646,96.6329564594576,65.5065908542012,65.4692421600127
"139",25,19,112.990491574719,110.106714741359,103.153464351969,121.976517553825,128.649717637328
"140",25,20,35.0253880965886,36.4074557549396,103.795047008716,56.6729174073644,55.593713843572
"141",25,21,33.2176054149456,35.4928212535519,107.583275015591,57.262638484883,56.1174944138195
"142",25,22,30.9424311228893,41.7049576350865,111.357278539975,65.7193284948866,63.828188179673
"143",25,23,35.0676426616344,45.3514008168976,113.401890605172,68.5816445324629,66.7262841921657
"144",25,24,47.6593325458862,45.9907611019045,117.322876629938,72.5680238491483,70.9219326664129
"145",25,25,69.9464111276567,60.3129728391145,121.368946067289,80.9747568633396,77.7322974137487
"146",25,26,49.4236784544424,48.6980153337583,125.163191584817,77.8093025562242,73.0656324700336
"147",25,27,48.8574645198382,48.3870020984613,129.648395177411,64.8047838032825,59.8926655947949
"148",25,28,87.3973992026001,90.2482210546115,150.823590208669,101.016761041384,128.775336139854
"149",25,29,85.4224182719114,87.0728222152974,112.837276822272,92.8759303267924,123.952435602598
"150",25,30,83.3637374471501,86.6884610163421,115.4546346168,92.8003148938201,123.968810753674
"151",25,31,81.4827207811298,85.8325085412255,118.015911484141,92.1029701946598,123.866675658333
"152",25,32,83.141962257438,85.2125048477488,120.547156892655,92.2040574234637,122.714345928818
"153",25,33,82.0767899975616,84.6739450844836,122.187212987331,90.7605258566455,121.028675647712
"154",25,34,79.4990755035809,84.5202754260286,124.554897576959,92.1053362724878,123.10938502279
"155",25,35,82.2679047502347,86.9453863302385,126.887264301106,97.023290539545,125.865466647855
"156",30,5,24.7981777072401,24.2105650123172,48.4815211503471,30.4735258697305,33.149083966524
"157",30,6,18.355456084956,19.3364625675455,41.2491861377712,28.2537943562112,26.7496765542781
"158",30,7,23.6598493946806,24.7037912849992,40.5750373202326,33.1320580270703,34.6281111304431
"159",30,8,29.6466073956888,37.4221627612164,66.3196298822373,47.4264276042224,53.483231640036
"160",30,9,32.452806353207,30.8768627716137,62.0595785550133,45.5067787298538,47.5788424122667
"161",30,10,32.4138781699273,31.3523078635496,63.3569777391731,42.5102341847675,41.934480232129
"162",30,11,29.4462020662146,31.7141603059932,57.2260350209054,42.2828430303362,42.8286321295548
"163",30,12,41.5861920152937,40.9869461243453,68.9086974299482,59.852542505428,59.1124252172763
"164",30,13,38.7795821546136,39.8609431769842,70.9510887617501,58.2607753268592,59.3204933702275
"165",30,14,35.3836029936672,37.3815739511767,73.4770990568825,58.1173224446355,62.2261634803496
"166",30,15,50.4077061108115,46.7562458353176,113.830448991099,73.6195466630437,68.6612598885715
"167",30,16,51.1531347464017,49.6659471003536,118.511758165876,73.3844943988837,70.6750023668271
"168",30,17,72.2840840249087,52.6250958997916,122.112148786286,76.6703031406065,72.9481263527093
"169",30,18,44.799141811665,44.5344852395241,98.9538781291464,66.9779882813582,66.9088622524013
"170",30,19,113.816704428906,110.906968095477,108.681896942512,123.08282751033,130.93361230305
"171",30,20,99.3998159928152,100.020542188654,94.4670915191277,103.442737800167,121.195920425871
"172",30,21,36.48348342092,38.5048794323364,107.29895601643,61.2165683101465,59.1770564247789
"173",30,22,31.1479861994708,41.9746139614572,111.985665623576,66.1856319428091,66.3171779317479
"174",30,23,35.9665723696087,45.9701438842377,116.754550403938,69.7363374496998,69.4084687168452
"175",30,24,48.2879347854869,46.5969018207556,120.894288841979,73.4292094038669,73.1541176916301
"176",30,25,70.190178255577,60.523543850943,121.94717180868,81.1497980997632,80.0322298707801
"177",30,26,50.5185260372268,49.5285101711624,126.458307319977,78.9356967331573,74.6757401350543
"178",30,27,49.1495189513146,48.5871254534374,130.162181157886,64.9741547988202,61.2344051453928
"179",30,28,87.9569326402515,90.8019929420826,151.179141699662,101.522583623823,129.276776833583
"180",30,29,84.6254404433377,87.2834045814518,145.621307375341,95.1583447381128,126.431153115807
"181",30,30,82.3265619512042,87.6164622207541,147.690492545108,94.461059059237,126.19663392502
"182",30,31,82.7572959151804,87.0519482399011,149.70202017575,94.2042130279409,126.457042630949
"183",30,32,82.2691988263047,86.7522493359467,151.736453526667,93.5756713861203,125.802889042927
"184",30,33,82.8957158214877,86.9103739051114,153.711162111503,93.3209588825162,125.687998562295
"185",30,34,81.5704922596133,86.591645127242,155.315715565944,93.4215782702529,125.139865285492
"186",30,35,84.5310076392793,89.2678049301476,157.257393874737,98.3143719064974,128.226892258207
"187",35,5,21.8199460923603,23.3479745608136,50.2233882646962,30.420471488841,33.4116299564863
"188",35,6,24.814594863028,25.4416583137837,57.9097700439104,35.475829878704,36.0547845316037
"189",35,7,25.313069312983,26.2556319013581,43.6912727381639,35.4649818451019,36.0397306310741
"190",35,8,29.8871250793706,37.6254153597832,67.4814047986251,47.7161944692524,53.4145287949886
"191",35,9,39.9837125834711,38.6488988410232,77.1299434592943,51.9433737690832,61.9007775549303
"192",35,10,33.2063607824979,32.0214616591753,65.1343103607242,43.6238567417288,42.9600708865459
"193",35,11,35.0277180593205,32.6888785507104,69.3087986775665,44.3629892541576,43.6238264356237
"194",35,12,44.7551662847597,44.6037625354328,86.427290788382,61.2016848376988,69.5297577467943
"195",35,13,41.1919908677092,42.078053131216,77.1192941275859,60.9442099771896,60.1388445552187
"196",35,14,43.6034845100335,41.4476366730811,76.2715983069275,64.1858986923,68.364792103993
"197",35,15,93.0395512374438,104.00299445182,125.963179947672,116.425491071109,122.952293300187
"198",35,16,56.6134155198228,53.2957577377353,123.720515397388,79.1772942696891,74.9633061251539
"199",35,17,74.6182059930148,55.7935638934859,128.809308577854,82.7743158870961,77.6869678539311
"200",35,18,56.4146398205791,56.6990591408132,141.887024190676,89.3213709104709,82.5050368632954
"201",35,19,118.918394494389,115.404773077259,149.880633474596,135.199814713315,133.67291093972
"202",35,20,100.181681465937,100.982072742524,99.7295895622855,104.517073884105,119.189489700526
"203",35,21,97.3037546209574,99.0648636984668,97.9186701411729,103.589768923292,120.670744020112
"204",35,22,33.078992055204,43.464587923271,113.85761228728,67.7541635881252,67.6299553311909
"205",35,23,36.0825872051832,46.2215356822898,117.605478916373,70.2660534936511,70.3058706478075
"206",35,24,48.3515961380209,46.8218425162664,121.512014667742,73.8938017960856,73.8457809228919
"207",35,25,70.5547166943263,60.9390898676327,125.651430953031,81.7746120536666,81.5390439626187
"208",35,26,51.1046724464313,50.1327547297759,130.38690914923,79.4756461381056,76.4401209170703
"209",35,27,54.5025895900259,49.2306469527525,134.269921365664,66.0302550279886,61.7234099656628
"210",35,28,88.1692012007702,90.9514336178368,151.673385543294,101.68340326908,130.099194823823
"211",35,29,94.4622698945174,91.0128744478998,154.90213616973,100.842644967743,130.818895832922
"212",35,30,85.3815717210934,90.1305455059641,157.538258571894,98.3372936364478,129.986327383042
"213",35,31,84.9510306543307,89.364600611111,160.011627019101,97.8408369239576,129.89998398366
"214",35,32,84.6342927943798,89.0803632577169,161.907853601847,96.5617210565691,128.278164106748
"215",35,33,84.6604491356459,88.848262558964,165.190101920952,95.8454477357176,127.771879454909
"216",35,34,84.2601385839568,89.2551111708673,167.521138165632,95.7543190937891,127.22846446152
"217",35,35,88.3775324925284,89.2492461936364,169.865696322311,95.6295783682825,127.225711925667
